id_loan,loan_identifier
F06Q30331943,2001SCRT03114
F06Q30331961,1903SLST02604
F06Q30331972,1801SCRT04542
F06Q30331993,1802SCRT03312
F06Q30332046,1601SCRT01550
F06Q30332064,2401SCRT01140
F06Q30332094,1801SCRT04540
F06Q30332211,1801SCRT04543
F06Q30332233,2001SCRT03117
F06Q30332263,1802SCRT03315
F06Q30332327,2301SLST00529
F06Q30332330,2402SLST00539
F06Q30332544,1601SCRT01552
F06Q30332585,2101SCRT03357
F06Q30332590,1901SLST02375
F06Q30332596,1901SLST02376
F06Q30332639,1801SCRT04544
F06Q30332659,2001SCRT03118
F06Q30332749,2003SCRT03330
F06Q30332787,1803SCRT03620
F06Q30332806,1702SCRT03253
F06Q30332881,1803SCRT03621
F06Q30332886,1703SCRT02861
F06Q30332894,1704SCRT03150
F06Q30332903,1803SCRT03622
F06Q30332945,2002SCRT02861
F06Q30332967,1703SCRT02867
F06Q30333012,1902SCRT03942
F06Q30333045,1902SCRT03943
F06Q30333059,1901SCRT03323
F06Q30333066,1702SCRT03255
F06Q30333085,1902SCRT03941
F06Q30333181,1702SCRT03258
F06Q30333250,1901SCRT03324
F06Q30333299,1904SCRT03227
F06Q30333300,1904SCRT03228
F06Q30333317,1803SCRT03624
F06Q30333327,2003SCRT03335
F06Q30333372,2003SCRT03336
F06Q30333401,2103SCRT00980
F06Q30333495,1803SCRT03629
F06Q30333518,1803SCRT03628
F06Q30333619,2002SLST02978
F06Q30333723,1804SCRT03147
F06Q30333742,2103SCRT00982
F06Q30333771,1702SCRT03271
F06Q30333823,1803SCRT03641
F06Q30333915,1904SCRT03231
F06Q30333936,1804SCRT03138
F06Q30333975,1702SCRT03265
F06Q30334056,1703SCRT02871
F06Q30334119,1702SCRT03274
F06Q30334163,2102SLST01466
F06Q30334185,1801SLST00717
F06Q30334203,1803SCRT03635
F06Q30334222,2102SLST01468
F06Q30334230,1902SCRT03951
F06Q30334446,1903SLST02609
F06Q30334461,1801SCRT04554
F06Q30334462,1903SCRT04126
F06Q30334466,2201SCRT01749
F06Q30334532,1902SCRT03955
F06Q30334629,1801SCRT04557
F06Q30334631,1801SCRT04556
F06Q30334675,2101SLST01975
F06Q30334793,1801SCRT04558
F06Q30334811,1802SLST07586
F06Q30334968,2101SCRT03363
F06Q30334989,1903SLST02610
F06Q30335013,2402SCRT01047
F06Q30335120,1903SLST02611
F06Q30335121,1901SLST02380
F06Q30335146,2001SLST02070
F06Q30335160,1801SCRT04559
F06Q30335181,1801SCRT04561
F06Q30335205,2001SCRT03129
F06Q30335226,1802SCRT03323
F06Q30335263,1903SCRT04128
F06Q30335266,2001SCRT03130
F06Q30335273,2402SLST00540
F06Q30335370,1902SCRT03957
F06Q30335434,2102SCRT02514
F06Q30335436,1704SCRT03162
F06Q30335465,1703SCRT02878
F06Q30335531,2101SCRT03364
F06Q30335656,1903SCRT04130
F06Q30335659,1802SCRT03327
F06Q30335661,1802SLST00267
F06Q30335807,1903SLST02615
F06Q30335812,1801SCRT04564
F06Q30335847,2201SLST00735
F06Q30335889,1802SLST02548
F06Q30335914,2501SCRT01533
F06Q30335977,1903SLST02616
F06Q30335996,1801SCRT04565
F06Q30336021,1601SCRT01557
F06Q30336024,1903SLST02617
F06Q30336159,1801SCRT04566
F06Q30336182,1903SCRT04131
F06Q30336212,1801SCRT04568
F06Q30336292,1802SCRT03328
F06Q30336294,1903SCRT04133
F06Q30336340,1901SCRT03328
F06Q30336355,1903SCRT04134
F06Q30336404,1801SCRT04571
F06Q30336461,1903SLST02619
F06Q30336473,1601SCRT01558
F06Q30336486,1903SLST02618
F06Q30336491,1802SCRT03329
F06Q30336528,1903SLST02625
F06Q30336536,1801SCRT04579
F06Q30336560,2001SLST02071
F06Q30336591,2101SCRT03366
F06Q30336687,2001SCRT03139
F06Q30336693,2001SCRT03138
F06Q30336725,1802SCRT03338
F06Q30336729,1601SCRT01564
F06Q30336792,1802SLST04180
F06Q30336925,1802SCRT03336
F06Q30336954,1802SLST04549
F06Q30337037,1801SCRT04582
F06Q30337055,1802SCRT03340
F06Q30337069,1903SLST02626
F06Q30337077,1903SCRT04146
F06Q30337078,1802SLST05931
F06Q30337094,1802SLST01957
F06Q30337103,1802SLST06424
F06Q30337118,1601SCRT01565
F06Q30337138,2001SCRT03140
F06Q30337158,1802SCRT03334
F06Q30337163,2001SCRT03141
F06Q30337217,2001SCRT03142
F06Q30337225,1802SLST07692
F06Q30337250,1903SCRT04149
F06Q30337314,1802SCRT03344
F06Q30337341,1601SCRT01570
F06Q30337370,1903SCRT04151
F06Q30337410,1802SLST06690
F06Q30337439,1903SCRT04148
F06Q30337454,1903SCRT04152
F06Q30337507,1601SCRT01568
F06Q30337597,1802SLST04921
F06Q30337623,1901SCRT03331
F06Q30337674,1802SLST01339
F06Q30337681,1801SCRT04583
F06Q30337686,1801SCRT04585
F06Q30337840,1801SCRT04584
F06Q30337851,1801SCRT04586
F06Q30337894,1802SCRT03343
F06Q30337966,1801SCRT04588
F06Q30337999,1803SCRT03646
F06Q30338031,1802SCRT03345
F06Q30338084,1601SCRT01571
F06Q30338105,1802SLST00148
F06Q30338157,1802SLST03729
F06Q30338192,1802SCRT03346
F06Q30338198,1801SCRT04590
F06Q30338206,1901SCRT03332
F06Q30338212,1901SLST02383
F06Q30338360,2002SCRT02881
F06Q30338371,2002SCRT02880
F06Q30338499,1903SLST02628
F06Q30338545,1801SCRT04592
F06Q30338592,1901SLST02384
F06Q30338647,1802SLST06434
F06Q30338726,1802SLST07682
F06Q30338760,1802SCRT03348
F06Q30338764,1802SCRT03349
F06Q30338799,1701SCRT01253
F06Q30338813,2101SLST01984
F06Q30339016,2002SCRT02883
F06Q30339025,2103SCRT00985
F06Q30339060,1601SCRT01572
F06Q30339162,1901SCRT03336
F06Q30339233,2101SCRT03378
F06Q30339331,2101SCRT03379
F06Q30339387,2002SCRT02884
F06Q30339504,1903SLST02631
F06Q30339538,1601SCRT01573
F06Q30339539,1802SLST00268
F06Q30339593,1802SLST02549
F06Q30339626,1903SCRT04155
F06Q30339644,1601SCRT01574
F06Q30339740,2401SCRT01153
F06Q30339947,1802SCRT03352
F06Q30339950,1801SCRT04599
F06Q30340092,2101SLST01985
F06Q30340095,2101SCRT03382
F06Q30340200,1903SLST02632
F06Q30340226,1801SCRT04598
F06Q30340274,2101SLST01986
F06Q30340326,1802SLST01129
F06Q30340337,1601SCRT01577
F06Q30340342,2001SCRT03152
F06Q30340542,2101SCRT03383
F06Q30340569,1903SLST02634
F06Q30340585,1901SCRT03338
F06Q30340592,1601SCRT01576
F06Q30340634,1901SLST02388
F06Q30340907,1601SCRT01578
F06Q30341026,2003SCRT03342
F06Q30341066,1904SCRT03240
F06Q30341127,2101SLST01987
F06Q30341222,1802SLST00755
F06Q30341243,1802SLST02430
F06Q30341282,1802SCRT03353
F06Q30341297,2101SLST01988
F06Q30341437,1803SCRT03650
F06Q30341561,2003SCRT03343
F06Q30341752,1904SCRT03241
F06Q30341766,1901SCRT03341
F06Q30342050,1702SCRT03288
F06Q30342071,1803SCRT03651
F06Q30342087,1702SLST01282
F06Q30342335,1904SCRT03247
F06Q30342973,2002SLST02994
F06Q30343000,2401SCRT01154
F06Q30343188,2001SCRT03158
F06Q30343256,1901SLST02397
F06Q30343269,2002SLST02997
F06Q30343344,1902SCRT03973
F06Q30343345,2001SCRT03160
F06Q30343426,1901SCRT03359
F06Q30343470,1701SCRT01254
F06Q30343482,1904SCRT03251
F06Q30343597,1702SLST01283
F06Q30343636,2002SLST02998
F06Q30343666,1803SCRT03658
F06Q30343758,1904SCRT03252
F06Q30343774,2003SCRT03355
F06Q30343852,1803SCRT03661
F06Q30343911,1902SLST02269
F06Q30343920,2003SCRT03360
F06Q30343930,2101SCRT03394
F06Q30343939,1901SCRT03363
F06Q30343960,2002SLST03001
F06Q30344119,2003SLST01127
F06Q30344131,2002SLST03003
F06Q30344210,2101SCRT03395
F06Q30344301,1903SCRT04164
F06Q30344499,2003SCRT03363
F06Q30344706,1904SCRT03257
F06Q30344713,2002SLST03005
F06Q30344755,1901SCRT03371
F06Q30344927,1904SCRT03259
F06Q30345027,1903SLST02642
F06Q30345209,1902SCRT03986
F06Q30345220,1801SCRT04605
F06Q30345225,1801SCRT04606
F06Q30345259,1901SLST02403
F06Q30345330,2002SLST03006
F06Q30345387,1804SCRT03169
F06Q30345397,2002SCRT02903
F06Q30345415,1701SCRT01256
F06Q30345480,1701SCRT01257
F06Q30345528,2003SCRT03367
F06Q30345554,1902SCRT03988
F06Q30345585,2003SCRT03366
F06Q30345615,1701SLST00469
F06Q30345825,2003SLST01129
F06Q30345829,1703SCRT02910
F06Q30345870,2102SLST01477
F06Q30345871,2003SCRT03369
F06Q30345882,2003SCRT03370
F06Q30345887,2001SLST02091
F06Q30345947,1701SLST00471
F06Q30346150,1903SCRT04174
F06Q30346508,1803SCRT03669
F06Q30346521,2003SLST01130
F06Q30346672,1702SCRT03299
F06Q30346746,1803SCRT03671
F06Q30346771,1803SCRT03670
F06Q30346773,2102SLST01479
F06Q30346984,1901SCRT03384
F06Q30346996,1901SCRT03385
F06Q30347122,1801SCRT04611
F06Q30347129,2001SCRT03179
F06Q30347268,2001SCRT03180
F06Q30347714,2301SCRT00742
F06Q30347908,1804SCRT03180
F06Q30347923,1701SCRT01259
F06Q30347945,1803SCRT03679
F06Q30348000,2001SLST02095
F06Q30348018,2002SLST03013
F06Q30348030,2002SCRT02909
F06Q30348033,1903SCRT04184
F06Q30348045,1803SCRT03684
F06Q30348047,1803SCRT03682
F06Q30348091,1803SCRT03686
F06Q30348115,1902SCRT03997
F06Q30348127,1904SCRT03270
F06Q30348189,2002SCRT02911
F06Q30348201,1901SLST02407
F06Q30348479,2002SLST03015
F06Q30348611,1803SCRT03688
F06Q30348770,1803SCRT03690
F06Q30348826,1901SCRT03399
F06Q30348930,1704SCRT03188
F06Q30348968,2002SCRT02918
F06Q30349010,2002SCRT02919
F06Q30349028,1704SCRT03190
F06Q30349188,1901SCRT03402
F06Q30349254,2103SCRT00998
F06Q30349298,1703SCRT02924
F06Q30349337,2301SCRT00744
F06Q30349344,2002SCRT02924
F06Q30349627,2301SLST00545
F06Q30349800,1804SCRT03211
F06Q30349810,1902SCRT04021
F06Q30349834,2102SCRT02542
F06Q30349876,1701SLST00473
F06Q30349982,1803SCRT03709
F06Q30350029,2202SCRT00898
F06Q30350067,1702SCRT03336
F06Q30350118,1902SCRT04040
F06Q30350172,2103SCRT01004
F06Q30350201,1702SCRT03346
F06Q30350249,1902SCRT04041
F06Q30350269,1803SCRT03722
F06Q30350275,1702SCRT03348
F06Q30350276,2002SCRT02940
F06Q30350322,1803SCRT03723
F06Q30350344,1902SCRT04042
F06Q30350362,1804SCRT03232
F06Q30350364,1803SCRT03727
F06Q30350435,1701SCRT01270
F06Q30350455,1704SCRT03220
F06Q30350550,2201SCRT01801
F06Q30350592,1804SCRT03235
F06Q30350612,2002SLST03038
F06Q30350830,1901SLST02424
F06Q30351732,2001SLST01700
F06Q30352448,1802SLST00239
F06Q30352707,1803SCRT04884
F06Q30352713,1804SCRT04272
F06Q30352738,1803SCRT04885
F06Q30352744,1702SCRT04676
F06Q30352825,1803SCRT04887
F06Q30352830,1902SCRT05228
F06Q30352911,2002SLST03851
F06Q30352936,1901SCRT04310
F06Q30352944,1902SCRT05229
F06Q30352996,1902SCRT05230
F06Q30353010,1803SCRT04888
F06Q30353012,2102SLST01889
F06Q30353020,1803SCRT04889
F06Q30353025,2003SCRT04068
F06Q30353074,1904SCRT04285
F06Q30353084,1901SCRT04311
F06Q30353085,1804SCRT04273
F06Q30353086,1803SCRT04890
F06Q30353097,1803SCRT04891
F06Q30353102,1804SCRT04274
F06Q30353104,1702SCRT04678
F06Q30353132,1804SCRT04275
F06Q30353143,2002SCRT03763
F06Q30353150,2003SCRT04069
F06Q30353157,1701SLST00633
F06Q30353158,1804SCRT04276
F06Q30353169,2003SCRT04070
F06Q30353209,1902SCRT05232
F06Q30353232,1904SCRT04286
F06Q30353261,1701SCRT01717
F06Q30353463,1903SCRT04243
F06Q30353557,1901SLST02428
F06Q30353685,2002SCRT02952
F06Q30353714,1701SLST00480
F06Q30353867,1801SCRT04655
F06Q30353897,1802SCRT03395
F06Q30353902,2001SCRT03213
F06Q30353925,1802SCRT03396
F06Q30353985,1601SCRT01581
F06Q30354023,1801SCRT04657
F06Q30354062,2001SLST02122
F06Q30354361,1902SCRT04085
F06Q30354440,1804SCRT03261
F06Q30354446,2002SLST03062
F06Q30354473,1902SCRT04093
F06Q30354527,1902SLST02319
F06Q30354530,1804SCRT03269
F06Q30354542,1804SCRT03268
F06Q30354586,1902SCRT04095
F06Q30354753,1902SLST02322
F06Q30354835,1704SCRT03258
F06Q30354855,1803SCRT03739
F06Q30354880,2003SCRT03410
F06Q30355076,1703SCRT02986
F06Q30355251,1904SCRT03340
F06Q30355387,1704SCRT03281
F06Q30355402,1902SCRT04121
F06Q30355710,2301SCRT00760
F06Q30355714,1901SCRT03446
F06Q30356012,1702SCRT00887
F06Q30356902,1702SLST01334
F06Q30357029,2401SCRT01190
F06Q30357106,2201SCRT01832
F06Q30357108,1801SCRT04705
F06Q30357124,1801SCRT04706
F06Q30357343,2101SLST02042
F06Q30357474,2001SLST02148
F06Q30357484,1802SCRT03457
F06Q30357866,1903SLST02749
F06Q30358257,1903SCRT02833
F06Q30358306,1903SCRT02835
F06Q30358393,1802SLST01178
F06Q30358407,1601SCRT01631
F06Q30358437,1801SCRT04749
F06Q30358582,1903SCRT04339
F06Q30358602,1903SCRT04337
F06Q30358618,1802SCRT03476
F06Q30358684,2001SCRT03314
F06Q30358746,1802SLST00764
F06Q30358778,1801SCRT04753
F06Q30358900,2201SCRT01844
F06Q30359164,2001SCRT03322
F06Q30359204,1903SLST02765
F06Q30359263,1802SCRT03489
F06Q30359297,1601SCRT01644
F06Q30359320,1601SCRT01645
F06Q30359322,2202SLST00406
F06Q30359414,1601SCRT01648
F06Q30359454,1903SLST02773
F06Q30359530,1801SCRT04794
F06Q30359541,1601SCRT01659
F06Q30359658,1802SLST02455
F06Q30359660,1903SCRT04380
F06Q30359662,1601SCRT01664
F06Q30359709,1802SCRT03515
F06Q30359712,1801SCRT04799
F06Q30359727,2001SCRT03349
F06Q30359884,1601SCRT01666
F06Q30359892,1802SLST01179
F06Q30359935,2101SCRT03514
F06Q30359969,1801SCRT04802
F06Q30359974,1901SCRT03488
F06Q30359982,1903SLST02777
F06Q30360005,1601SCRT01663
F06Q30360033,1802SCRT03518
F06Q30360110,1903SLST02778
F06Q30360134,1802SLST03780
F06Q30360140,1903SCRT04381
F06Q30360193,1801SCRT04805
F06Q30360194,1802SCRT03520
F06Q30360217,1801SCRT04804
F06Q30360282,1601SCRT01667
F06Q30360287,2301SLST00567
F06Q30360396,1701SCRT01309
F06Q30360426,2101SCRT03515
F06Q30360432,2001SCRT03354
F06Q30360446,1802SLST04510
F06Q30360459,1802SLST00158
F06Q30360496,1903SLST02780
F06Q30360502,1801SCRT04807
F06Q30360524,1903SCRT04383
F06Q30360610,1903SLST02783
F06Q30360641,1801SCRT04808
F06Q30360685,1601SCRT01672
F06Q30360706,1601SCRT01669
F06Q30360709,1903SLST02782
F06Q30360750,2201SCRT01864
F06Q30360803,1802SCRT03521
F06Q30361080,1903SLST02785
F06Q30361139,1802SLST07281
F06Q30361171,2402SLST00553
F06Q30361196,1901SLST02484
F06Q30361234,1601SCRT01675
F06Q30361273,1802SLST04570
F06Q30361358,2001SLST02183
F06Q30361491,2201SCRT01866
F06Q30361549,1601SCRT01683
F06Q30361582,2001SCRT03365
F06Q30361698,1903SCRT04396
F06Q30361737,1903SCRT04398
F06Q30361752,1901SCRT03492
F06Q30361793,1601SCRT01692
F06Q30361794,1801SCRT04830
F06Q30361842,2301SCRT00776
F06Q30361866,1601SCRT01695
F06Q30361917,1802SLST02566
F06Q30361918,1901SLST02491
F06Q30361929,1802SLST01180
F06Q30361936,1903SLST02795
F06Q30361956,2001SCRT03370
F06Q30361961,2102SCRT02620
F06Q30362046,2001SLST02189
F06Q30362380,1601SCRT01699
F06Q30362386,1601SCRT01698
F06Q30362406,1901SLST02497
F06Q30362421,1901SCRT03496
F06Q30362476,1904SCRT03393
F06Q30362528,2003SCRT03496
F06Q30362601,1901SCRT03497
F06Q30362636,2002SLST03123
F06Q30362738,2002SLST03125
F06Q30362768,2102SCRT02627
F06Q30362894,1901SCRT03501
F06Q30362916,2003SCRT03499
F06Q30363047,1702SCRT03448
F06Q30363155,2201SCRT01875
F06Q30363185,1903SCRT04415
F06Q30363202,2002SCRT03042
F06Q30363249,1702SCRT03453
F06Q30363271,2401SLST00661
F06Q30363280,1804SCRT03338
F06Q30363332,1703SCRT03045
F06Q30363355,2103SCRT01040
F06Q30363403,1601SCRT01705
F06Q30363411,2102SCRT02632
F06Q30363428,1901SCRT03507
F06Q30363431,1802SCRT03550
F06Q30363647,1902SCRT04189
F06Q30363653,1901SCRT03533
F06Q30363675,1702SCRT03459
F06Q30363802,2101SLST02079
F06Q30363814,1904SCRT03416
F06Q30363940,2101SCRT03538
F06Q30364012,1601SCRT01707
F06Q30364022,1801SCRT04850
F06Q30364068,1903SLST02809
F06Q30364185,1802SLST06456
F06Q30364216,1904SCRT03418
F06Q30364240,2003SCRT03513
F06Q30364276,2102SCRT02637
F06Q30364314,1601SCRT01709
F06Q30364325,2202SCRT00939
F06Q30364327,2402SCRT01108
F06Q30364335,1904SCRT03419
F06Q30364352,1601SCRT01713
F06Q30364362,2201SCRT01880
F06Q30364402,1802SLST06516
F06Q30364405,1903SCRT04417
F06Q30364418,1904SCRT03421
F06Q30364432,2101SLST02081
F06Q30364440,1802SLST07282
F06Q30364492,1901SLST02511
F06Q30364496,1901SCRT03541
F06Q30364600,2002SCRT03053
F06Q30364626,1802SLST05949
F06Q30364629,1903SLST02811
F06Q30364638,1801SCRT04854
F06Q30364660,1903SCRT04418
F06Q30364663,1904SCRT03420
F06Q30364665,1802SLST03348
F06Q30364668,1601SCRT01712
F06Q30364733,1802SCRT03553
F06Q30364753,1803SCRT03843
F06Q30364763,2002SLST03142
F06Q30364771,1902SLST02384
F06Q30364781,2001SLST02206
F06Q30364800,1901SCRT03542
F06Q30364830,1801SCRT04858
F06Q30364841,1901SCRT03543
F06Q30364855,2002SLST03144
F06Q30364920,2103SCRT01044
F06Q30364993,1901SCRT03550
F06Q30365196,1802SLST01564
F06Q30365314,1901SCRT03566
F06Q30365451,1701SCRT01356
F06Q30365493,1803SCRT03886
F06Q30365587,2003SCRT03564
F06Q30365615,2001SCRT03433
F06Q30365687,1901SCRT03574
F06Q30365737,2001SCRT03492
F06Q30365888,2003SCRT03570
F06Q30366173,1703SCRT00550
F06Q30366596,1702SCRT03554
F06Q30366597,2401SLST00671
F06Q30366631,1902SLST02438
F06Q30366675,1703SCRT03119
F06Q30366681,1803SCRT03918
F06Q30366687,2002SCRT03096
F06Q30366701,1704SCRT03374
F06Q30366725,2401SLST00675
F06Q30366746,1901SCRT03581
F06Q30366790,1804SCRT03460
F06Q30366816,1803SCRT03933
F06Q30366838,2101SCRT03572
F06Q30367006,1901SCRT03615
F06Q30367014,1903SCRT04467
F06Q30367016,1903SCRT04468
F06Q30367099,2102SLST01580
F06Q30367215,1904SCRT03502
F06Q30367508,2002SLST03208
F06Q30367673,1804SCRT03482
F06Q30367698,2002SLST03219
F06Q30367750,2002SCRT03137
F06Q30367815,2001SLST02260
F06Q30367821,1902SCRT04340
F06Q30369017,2003SLST01235
F06Q30369056,1802SLST04298
F06Q30369091,2101SCRT03620
F06Q30369348,2101SLST02141
F06Q30369395,1901SCRT03677
F06Q30369559,1802SCRT03622
F06Q30369564,2101SCRT03641
F06Q30369644,1801SCRT04952
F06Q30369774,1903SLST02918
F06Q30370113,1903SCRT04573
F06Q30370128,1802SCRT03637
F06Q30370200,1801SCRT04970
F06Q30370206,1901SCRT03688
F06Q30370211,2001SLST02304
F06Q30370296,1801SCRT04985
F06Q30370384,2202SLST00442
F06Q30370609,2102SLST01625
F06Q30370631,2001SLST02306
F06Q30370663,1903SCRT04586
F06Q30370695,1702SCRT03693
F06Q30370762,2103SCRT01114
F06Q30370771,2103SCRT01113
F06Q30370795,2003SCRT03670
F06Q30370830,1904SCRT03591
F06Q30370836,1803SCRT04049
F06Q30370858,2001SCRT03556
F06Q30370870,2102SCRT02752
F06Q30370914,1902SCRT04433
F06Q30370950,1803SCRT04052
F06Q30370971,1804SCRT03576
F06Q30370992,2101SLST02160
F06Q30371116,1703SCRT03238
F06Q30371448,1803SCRT04155
F06Q30371579,1801SLST00345
F06Q30371683,2002SCRT03259
F06Q30371706,1901SCRT03800
F06Q30371716,1902SCRT04538
F06Q30371720,1801SLST00842
F06Q30371836,2101SCRT03709
F06Q30372269,2202SCRT00642
F06Q30372369,1802SCRT02492
F06Q30372378,2003SCRT02493
F06Q30372596,1901SCRT03881
F06Q30373229,1903SLST01846
F06Q30373718,1904SCRT02175
F06Q30373780,1904SCRT02179
F06Q30373933,1904SCRT02182
F06Q30374186,1903SCRT04745
F06Q30374273,1901SLST02705
F06Q30374332,2002SCRT03342
F06Q30374448,1901SLST02708
F06Q30374496,2201SCRT02075
F06Q30374507,2101SCRT03755
F06Q30374594,2001SCRT03749
F06Q30374627,1801SCRT05129
F06Q30374634,1801SCRT05128
F06Q30374654,1901SLST02711
F06Q30374684,1802SLST06602
F06Q30374685,2101SCRT03759
F06Q30374715,1801SCRT05136
F06Q30374748,1801SCRT05146
F06Q30374849,1601SCRT01880
F06Q30374866,1802SCRT03777
F06Q30374893,1802SLST07805
F06Q30374958,1802SCRT03783
F06Q30374997,1802SLST01801
F06Q30375127,1902SCRT04691
F06Q30375163,1901SCRT03954
F06Q30375187,1704SCRT03702
F06Q30375209,1801SLST00880
F06Q30375242,1902SCRT04677
F06Q30375248,2002SCRT03364
F06Q30375252,1703SCRT03432
F06Q30375292,1904SCRT03802
F06Q30375353,1702SCRT04033
F06Q30375380,1701SCRT01512
F06Q30375490,1702SLST01539
F06Q30375515,1804SCRT03837
F06Q30375532,1704SCRT03716
F06Q30375547,1703SCRT03441
F06Q30375562,1702SCRT04038
F06Q30375592,1702SCRT04034
F06Q30375635,1804SCRT03845
F06Q30375653,1904SCRT03815
F06Q30375683,2002SCRT03368
F06Q30375698,1703SCRT03439
F06Q30375716,1702SCRT04030
F06Q30375732,1702SCRT04050
F06Q30375787,1904SCRT03817
F06Q30375816,2202SCRT01041
F06Q30375840,2102SLST01715
F06Q30375901,2002SCRT03372
F06Q30375958,1703SCRT03442
F06Q30375981,1804SCRT03838
F06Q30375985,1704SCRT03709
F06Q30376016,1902SLST02658
F06Q30376048,1904SCRT03813
F06Q30376123,1902SCRT04689
F06Q30376146,2002SCRT03369
F06Q30376180,1704SCRT03718
F06Q30376209,1704SCRT03707
F06Q30376245,1702SCRT04047
F06Q30376254,1704SCRT03706
F06Q30376295,1902SCRT04684
F06Q30376393,1902SCRT04683
F06Q30376431,1803SCRT04329
F06Q30376439,2401SCRT01291
F06Q30376558,1903SLST03068
F06Q30376571,2201SCRT02106
F06Q30376667,1702SCRT04065
F06Q30376697,1902SCRT04708
F06Q30376761,1703SCRT03455
F06Q30376811,2501SCRT01708
F06Q30376825,1902SCRT04706
F06Q30376912,1703SCRT03453
F06Q30377013,1904SCRT03828
F06Q30377052,1702SLST01549
F06Q30377081,1902SCRT04711
F06Q30377093,1703SCRT03457
F06Q30377104,1803SCRT04339
F06Q30377111,1803SCRT04340
F06Q30377120,1702SCRT04081
F06Q30377124,1904SCRT03830
F06Q30377128,1701SCRT01519
F06Q30377135,1702SCRT04080
F06Q30377163,2002SCRT03380
F06Q30377169,2002SCRT03379
F06Q30377223,1701SCRT01521
F06Q30377260,2501SCRT01709
F06Q30377354,2001SCRT03824
F06Q30377420,1803SCRT04341
F06Q30377518,1702SCRT04082
F06Q30377573,1902SCRT04712
F06Q30377614,2002SCRT03378
F06Q30377697,1702SCRT04083
F06Q30377704,1803SCRT04342
F06Q30377760,1801SLST00889
F06Q30377879,1704SCRT03730
F06Q30377884,2002SLST03463
F06Q30377899,1702SCRT04090
F06Q30377901,1702SCRT04089
F06Q30377905,1701SCRT01523
F06Q30378037,1904SCRT03833
F06Q30378123,1704SCRT03732
F06Q30378127,1803SCRT04344
F06Q30378166,1803SCRT04347
F06Q30378210,2201SCRT02116
F06Q30378364,2001SCRT03827
F06Q30378387,2002SLST03467
F06Q30378450,1902SCRT04721
F06Q30378483,1701SCRT01525
F06Q30378539,1702SCRT04100
F06Q30378887,1704SCRT03737
F06Q30378911,2002SLST03469
F06Q30378914,1803SCRT04351
F06Q30378925,1701SLST00559
F06Q30378940,2101SCRT03804
F06Q30378997,2001SCRT03829
F06Q30379116,1803SCRT04354
F06Q30379150,1902SCRT04723
F06Q30379193,1902SCRT04725
F06Q30379198,2002SCRT03388
F06Q30379221,1702SCRT04105
F06Q30379244,1702SCRT04106
F06Q30379341,1701SCRT01527
F06Q30379390,1904SCRT03844
F06Q30379407,1703SCRT03471
F06Q30379453,1702SCRT04107
F06Q30379502,1803SCRT04356
F06Q30379519,2101SCRT03805
F06Q30379675,1702SCRT04113
F06Q30379679,1702SCRT04114
F06Q30379804,1702SLST01556
F06Q30379835,1704SCRT03742
F06Q30379922,1803SCRT04358
F06Q30379951,1902SCRT04726
F06Q30380094,1904SCRT03846
F06Q30380165,1801SLST00893
F06Q30380198,1704SCRT03744
F06Q30380281,1701SCRT01528
F06Q30380283,2201SLST00870
F06Q30380290,1803SCRT04359
F06Q30380348,1702SLST01558
F06Q30380392,1704SCRT03745
F06Q30380402,2002SCRT03392
F06Q30380450,1703SCRT03474
F06Q30380486,2002SLST03480
F06Q30380564,1701SLST00564
F06Q30380740,2003SCRT03876
F06Q30380742,1904SCRT03894
F06Q30380907,1703SCRT03562
F06Q30380908,2002SLST03548
F06Q30381521,1901SCRT04113
F06Q30381536,2101SLST02301
F06Q30381560,1601SCRT01998
F06Q30381816,2402SLST00615
F06Q30382062,2001SLST02525
F06Q30382095,2003SCRT03984
F06Q30382169,2101SCRT03913
F06Q30382371,1803SCRT02558
F06Q30382419,1901SCRT04244
F06Q30382446,1902SLST02910
F06Q30382489,1903SCRT05093
F06Q30382504,2003SLST01396
F06Q30382513,2003SCRT04026
F06Q30383014,2101SLST02702
F06Q30383262,1901SCRT05306
F06Q30383562,2001SLST02620
F06Q30383572,1901SCRT04367
F06Q30383868,2001SLST02656
F06Q30384015,2102SCRT03236
F06Q30384025,1902SCRT05510
F06Q30384035,1703SCRT04133
F06Q30384211,1901SLST03486
F06Q30384368,1803SCRT05191
F06Q30384599,2002SLST01929
F06Q30384674,1702SLST00608
F06Q30384752,1804SCRT04569
F06Q30384777,2002SLST04147
F06Q30384834,1802SLST02026
F06Q30384875,2001SCRT04427
F06Q30384939,1901SCRT04720
F06Q30384966,1804SCRT04637
F06Q30384988,1804SCRT04636
F06Q30385001,1703SCRT04257
F06Q30385161,1901SLST03799
F06Q30385259,2001SCRT04544
F06Q30385386,2402SLST00687
F06Q30385417,2003SLST01554
F06Q30385442,2001SCRT04616
F06Q30385511,1702SCRT05483
F06Q30385529,1904SCRT04890
F06Q30385656,1902SCRT06167
F06Q30385670,2001SCRT04930
F06Q30385675,2002SCRT04450
F06Q30385910,2001SCRT04838
F06Q30385911,1701SCRT02111
F06Q30385940,1704SCRT05227
F06Q30386110,1801SCRT06439
F06Q30386122,2002SLST04946
F06Q30386123,1904SCRT05670
F06Q30386216,2001SCRT05135
F06Q30386332,1903SCRT06344
F06Q30388438,1903SCRT06632
F06Q30388444,1703SCRT05929
F06Q30388557,1601SCRT02982
F06Q30388648,2202SCRT01692
